"","FB_ID","Ind","Class","Gender","YOB","NuT","Math","German","Physics","Biology","Chemistry","Group","PO1_indoor","PO2_indoor","PO3_indoor","PO4_indoor","PO5_indoor","PO1_outdoor","PO2_outdoor","PO3_outdoor","PO4_outdoor","PO5_outdoor","RS01_outdoor","RS02_outdoor","RS03_outdoor","RS04_outdoor","RS01_indoor","RS02_indoor","RS03_indoor","RS04_indoor","RT01_outdoor","RT02_outdoor","RT03_outdoor","RT04_outdoor","RT01_indoor","RT02_indoor","RT03_indoor","RT04_indoor","AR01_outdoor","AR02_outdoor","AR03_outdoor","AR01_indoor","AR02_indoor","AR03_indoor","AW01_outdoor","AW02_outdoor","AW03_outdoor","AW04_outdoor","AW01_indoor","AW02_indoor","AW03_indoor","AW04_indoor","KHU01_outdoor","KHU02_outdoor","KHU03_outdoor","KHU04_outdoor","KHU01_indoor","KHU02_indoor","KHU03_indoor","KHU04_indoor","KS01_outdoor","KS02_outdoor","KS03_outdoor","KS04_outdoor","KS01_indoor","KS02_indoor","KS03_indoor","KS04_indoor","R01_outdoor","R02_outdoor","R03_outdoor","R04_outdoor","R05_outdoor","R01_indoor","R02_indoor","R03_indoor","R04_indoor","R05_indoor","AB01_outdoor","AB02_outdoor","AB03_outdoor","AB04_outdoor","AB01_indoor","AB02_indoor","AB03_indoor","AB04_indoor","S01_outdoor","S02_outdoor","S03_outdoor","S04_outdoor","S05_outdoor","S01_indoor","S02_indoor","S03_indoor","S04_indoor","W01_outdoor","W02_outdoor","W03_outdoor","W04_outdoor","E01_outdoor","E02_outdoor","E03_outdoor","E04_outdoor","InR1_outdoor","IjR1_outdoor","InR2_outdoor","ExR1_outdoor","IjR2_outdoor","IdR1_outdoor","InR3_outdoor","IjR3_outdoor","IdR2_outdoor","ExR2_outdoor","InR4_outdoor","InR1_indoor","IjR1_indoor","InR2_indoor","ExR1_indoor","IjR2_indoor","IdR1_indoor","InR3_indoor","IjR3_indoor","IdR2_indoor","ExR2_indoor","InR4_indoor","InR_outdoor","IdR_outdoor","IjR_outdoor","ExR_outdoor","InR_indoor","IdR_indoor","IjR_indoor","ExR_indoor","SDI_outdoor","SDI_indoor","PO_outdoor","PO_indoor","RS_outdoor","RS_indoor","RT_outdoor","RT_indoor","R_outdoor","R_indoor","A_outdoor","A_indoor","C_outdoor","C_indoor","BPN_outdoor","BPN_indoor","diff_SDI","diff_A","diff_C","diff_RT","diff_RS"
"219","FoWo16_GB24",219,8,1,2005,2,3,,,,,1,4,5,5,4,3,5,4,3,3,2,5,4,5,5,5,4,5,5,5,5,4,5,3,4,5,4,3,4,5,2,5,5,5,4,5,5,4,5,2,4,5,5,5,4,4,4,5,5,4,5,4,5,5,3,5,3,5,4,5,5,5,5,4,5,5,3,5,3,5,4,4,3,5,3,5,5,5,3,5,3,5,4,2,2,5,2,4,,,,,5,2,5,1,1,5,5,5,5,1,5,5,2,5,1,2,4,5,2,3,4,5,5,5,2.6666666667,1,5,3.5,2,2.5,10.3333333333,6.5,3.4,4.2,4.75,4.75,4.75,4,4.75,4.375,4.3636363636,3.4545454545,4.625,4.25,4.5795454545,4.0265151515,3.8333333333,0.9090909091,0.375,0.75,0
"220","FoWo16_GB25",220,8,2,2005,,2,3,,,,2,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,4,5,5,5,1,5,5,5,,,,,5,5,5,1,5,5,5,1,5,1,5,5,5,5,1,5,5,5,1,5,1,5,5,5,3.6666666667,1,5,5,3.6666666667,1,9.3333333333,9.3333333333,4.8,4.8,4.75,5,5,5,4.875,5,5,4.4545454545,4.875,5,4.9166666667,4.8181818182,0,0.5454545455,-0.125,0,-0.25
"221","FoWo16_GB26",221,8,2,2005,,1,2,,,,2,2,3,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,4,3,5,4,4,3,3,4,4,5,4,4,4,3,3,4,4,5,4,5,3,3,4,4,4,4,4,4,4,4,4,,4,4,5,4,5,3,4,4,4,3,4,4,4,4,4,2,2,3,5,5,5,4,3,5,1,2,2,1,5,5,5,,,,,5,4,4,3,3,4,4,3,4,2,4,4,3,4,5,4,4,3,2,4,3,4,4.25,4,3.3333333333,2.5,3.75,4,3,4,4.1666666667,0.5,4.8,3.8,5,5,4,3.5,4.5,4.25,4.1818181818,2.8181818182,4.25,3.25,4.3106060606,3.4393939394,3.6666666667,1.3636363636,1,0.5,0
"222","FoWo16_GB27",222,8,1,2005,1,2,3,,,,2,5,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,3,4,5,5,5,3,3,4,4,5,5,5,5,3,2,5,5,5,5,3,3,4,3,3,4,4,4,3,5,3,4,3,5,5,5,5,5,3,2,3,5,4,4,3,5,5,3,5,1,4,3,3,5,3,4,3,1,3,3,2,4,5,4,,,,,5,3,5,1,2,4,5,2,5,1,5,5,5,5,3,2,4,3,2,4,2,3,5,4.5,2.3333333333,1,4,4,3,2.5,10.1666666667,4,5,3.8,5,5,4.5,3.75,4.75,4.375,4.6363636364,3.1818181818,4.125,3.5,4.5037878788,3.6856060606,6.1666666667,1.4545454545,0.625,0.75,0
"223","FoWo16_GB28",223,8,1,2005,2,2,1,,,,1,4,4,3,5,3,5,5,3,4,3,4,4,5,5,4,5,5,5,5,,4,5,5,4,5,4,4,5,5,5,3,5,5,5,4,5,,4,3,4,5,5,5,4,5,5,4,4,4,5,4,4,4,4,5,4,4,4,5,4,4,3,4,4,3,4,5,3,5,5,4,3,4,5,4,4,5,4,4,5,4,4,3,2,5,2,4,,,,,5,2,4,1,1,4,3,1,5,1,4,4,2,4,1,1,4,2,2,4,3,3,4,4.5,1.3333333333,1,3.25,4,1.6666666667,2,9.1666666667,4.8333333333,4,3.8,4.5,4.75,3.5,4.5,4,4.625,4.6363636364,3.2727272727,4.5,4.375,4.3787878788,4.0909090909,4.3333333333,1.3636363636,0.125,-1,-0.25
"224","FoWo16_GB29",224,8,2,2004,1,1,2,,,,2,3,2,5,3,2,5,5,4,4,3,4,5,4,5,5,5,4,4,5,4,4,5,4,4,4,5,4,3,4,2,4,5,4,4,5,5,5,5,3,4,4,3,5,3,3,3,4,3,4,2,5,4,3,2,4,5,5,3,4,3,5,3,1,3,2,4,4,2,1,4,4,2,3,4,5,2,2,3,5,1,5,3,4,4,4,1,3,,,,,5,2,5,1,5,5,4,5,3,4,5,5,5,5,1,5,5,4,4,3,4,5,4.75,4,4,2.5,4.75,4,4.6666666667,2.5,4.5,3.8333333333,4.2,3,4.5,4.5,4.5,4.25,4.5,4.375,3.6363636364,3.3636363636,3.75,3.375,3.9621212121,3.7045454545,0.6666666667,0.2727272727,0.375,0.25,0
"225","FoWo16_GB30",225,8,1,2004,,,,,,,1,4,4,,5,4,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,4,5,4,2,5,5,5,,,,,5,5,5,5,3,5,5,3,5,3,5,5,5,5,5,3,5,5,4,5,5,5,5,5,3.6666666667,4,5,5,4,5,3.3333333333,1,4,3.4,5,5,5,4.25,5,4.625,4.9090909091,4.2727272727,5,4.375,4.9696969697,4.4242424242,2.3333333333,0.6363636364,0.625,0.75,0
"226","FoWo16_SB1",226,9,2,2004,3,4,4,,,,,3,4,2,4,1,4,4,5,4,4,5,5,5,5,4,5,5,4,5,5,3,4,4,3,4,4,4,5,5,4,4,3,4,4,4,4,4,4,2,3,5,5,5,5,3,4,3,4,4,4,4,5,2,3,4,4,3,3,,4,4,3,3,4,3,3,5,3,3,4,4,1,4,4,3,5,5,5,2,3,4,2,1,2,5,5,5,,,,,4,1,2,1,1,1,5,1,3,1,5,3,4,3,1,3,1,3,2,1,1,2,4,2,1,1,2.75,1,3,1,7,1.5,4.2,2.8,5,4.5,4.25,3.75,4.625,4.125,4.0909090909,3,4.625,3.375,4.446969697,3.5,5.5,1.0909090909,1.25,0.5,0.5
"227","FoWo16_SB2",227,9,1,2004,,,,,,,,3,2,2,3,2,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,3,3,3,5,5,5,5,3,3,4,4,5,5,5,5,4,4,4,5,4,4,5,5,4,3,4,4,5,5,5,5,3,3,3,4,4,4,5,3,3,5,2,2,2,3,5,5,5,5,4,4,5,4,3,1,5,4,5,,,,,5,1,5,1,1,1,5,1,5,1,5,4,3,4,1,1,3,3,1,4,1,3,5,3,1,1,3.5,3.5,1.6666666667,1,10,6.8333333333,4.2,2.4,4.75,5,5,4,4.875,4.5,4.6363636364,2.7272727273,4.75,4,4.7537878788,3.7424242424,3.1666666667,1.9090909091,0.75,1,-0.25
"228","FoWo16_SB3",228,9,2,2003,,,,,,,,4,5,5,4,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,3,3,4,4,5,5,4,5,4,4,5,4,5,4,5,4,3,4,5,5,5,5,3,,4,5,3,4,4,5,5,3,4,4,4,5,5,4,5,4,3,4,4,3,5,5,5,5,3,4,4,4,2,5,3,2,4,3,1,3,2,5,5,5,5,,,,,5,1,5,2,2,3,5,2,4,2,5,4,3,4,4,3,5,4,2,4,4,4,5,3.5,1.6666666667,2,4,4.5,2.6666666667,4,7.8333333333,1.8333333333,4.8,4.4,4.75,5,4.75,3.5,4.75,4.25,4.7272727273,3.7272727273,4.5,3.5,4.6590909091,3.8257575758,6,1,1,1.25,-0.25
"229","FoWo16_SB4",229,9,2,2003,2,2,4,,,,,3,2,2,3,2,4,3,2,3,3,5,5,5,5,5,5,5,5,4,3,3,4,4,4,3,4,1,3,4,2,3,4,4,3,2,4,4,4,5,4,5,4,4,2,3,3,4,4,3,4,5,4,4,3,3,2,4,4,4,3,4,4,3,3,3,4,4,3,3,3,3,4,4,4,2,4,1,2,4,2,3,3,2,3,5,5,5,,,,,5,2,4,1,2,4,3,1,4,1,4,4,3,4,2,2,4,4,1,4,3,4,4,4,1.6666666667,1,4,4,2,2.5,8.3333333333,5,3,2.4,5,5,3.5,3.75,4.25,4.375,3.0909090909,3.4545454545,3.875,3.25,3.7386363636,3.6931818182,3.3333333333,-0.3636363636,0.625,-0.25,0
"230","FoWo16_SB5",230,9,1,2004,,,,,,,,2,3,2,4,2,3,3,2,2,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,3,3,4,2,3,4,4,4,4,3,3,4,3,3,5,4,3,4,4,3,4,4,4,3,4,4,2,2,3,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,5,3,3,3,5,3,4,3,4,3,4,2,4,,,,,5,1,4,2,1,3,4,1,5,5,4,4,2,3,1,1,2,3,1,3,2,2,4.25,4,1,3.5,3,2.5,1.3333333333,1.5,4.5,4.1666666667,2.8,2.6,5,5,4,3.75,4.5,4.375,3.6363636364,3,3.875,3.25,4.0037878788,3.5416666667,0.3333333333,0.6363636364,0.625,0.25,0
"231","FoWo16_SB6",231,9,1,2004,,,,,,,,3,2,1,4,2,4,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,4,3,5,5,5,,4,2,4,5,5,5,4,5,5,5,5,3,3,4,5,5,4,3,3,3,3,4,4,1,2,2,3,3,2,2,2,3,2,2,3,2,3,5,2,3,3,2,3,5,4,3,4,5,5,5,,,,,4,1,4,1,1,3,2,2,3,1,3,3,2,3,2,1,3,2,2,4,2,2,3.25,3,1.3333333333,1,2.5,3.5,1.6666666667,2,6.1666666667,2.8333333333,3.4,2.4,5,5,5,4.5,5,4.75,3.6363636364,2.7272727273,4.25,4.375,4.2954545455,3.9507575758,3.3333333333,0.9090909091,-0.125,0.5,0
"232","FoWo16_SB7",232,9,1,2004,1,2,2,,,,,3,2,4,3,2,5,5,5,4,3,5,5,5,5,5,5,5,5,4,5,5,4,4,4,3,3,3,4,4,3,4,4,4,5,5,5,5,4,3,3,5,4,4,4,3,3,3,4,2,3,5,4,3,4,4,3,4,5,5,4,3,3,3,4,3,4,4,2,3,4,3,4,4,3,4,5,4,5,4,4,5,4,2,1,5,5,5,,,,,5,1,3,1,1,2,4,1,5,1,3,3,2,2,1,1,2,3,1,3,1,2,3.75,3.5,1,1,2.5,2.5,1.3333333333,1,8,4.1666666667,4.4,2.8,5,5,4.5,3.5,4.75,4.25,3.9090909091,3.3636363636,3.875,3.375,4.178030303,3.6628787879,3.8333333333,0.5454545455,0.5,1,0
"233","FoWo16_SB8",233,9,1,2004,2,2,2,,,,,3,2,4,3,4,4,4,5,4,3,4,3,4,4,4,3,4,5,4,4,4,4,4,4,4,3,3,4,4,3,2,4,3,2,2,4,4,3,2,3,4,4,4,5,3,3,3,4,4,3,4,4,5,3,3,3,5,5,3,3,3,5,3,4,4,4,2,2,3,3,3,2,3,2,3,2,2,3,1,1,2,1,3,5,4,3,4,,,,,4,3,4,3,2,4,4,3,4,3,4,5,5,5,5,3,5,4,3,4,5,4,4,4,2.6666666667,3,4.5,4.5,3.6666666667,5,3.3333333333,-0.1666666667,4,3.2,3.75,4,4,3.75,3.875,3.875,2.9090909091,2.5454545455,4,3.375,3.5946969697,3.2651515152,3.5,0.3636363636,0.625,0.25,-0.25
"234","FoWo16_SB9",234,9,1,2004,2,2,3,,,,,3,2,4,4,2,4,5,4,5,3,5,5,5,5,5,5,5,5,5,5,4,5,4,3,2,4,4,4,5,4,4,3,5,5,4,5,5,5,4,5,5,5,5,4,3,4,3,4,4,5,4,4,4,4,4,3,4,5,5,5,4,4,2,4,4,5,5,4,4,5,3,2,4,4,4,3,5,3,3,1,3,2,1,3,4,3,5,,,,,5,1,5,1,1,1,5,1,5,1,5,4,3,4,1,2,4,4,2,4,1,2,5,3,1,1,3.5,4,2.3333333333,1,10,6.6666666667,4.2,3,5,5,4.75,3.25,4.875,4.125,4.5454545455,3.6363636364,4.5,3.625,4.6401515152,3.7954545455,3.3333333333,0.9090909091,0.875,1.5,0
"235","FoWo16_SB10",235,9,2,2004,,,,,,,,4,3,4,5,4,5,3,4,3,4,3,3,4,3,4,3,5,4,5,4,4,5,4,4,3,3,5,5,5,5,5,4,4,5,4,5,4,3,1,3,5,5,5,5,3,4,4,5,5,4,4,4,4,4,5,4,3,4,4,4,3,4,3,4,4,3,4,4,3,4,4,3,3,4,4,4,3,3,4,1,2,1,1,2,5,4,4,,,,,4,3,4,1,2,3,4,2,3,2,4,4,3,4,2,2,4,4,1,3,2,4,4,3,2.3333333333,1.5,4,3.5,2,2,5.6666666667,5.5,3.8,4,3.25,4,4.5,3.5,3.875,3.75,4.3636363636,3.1818181818,4.625,4.125,4.2878787879,3.6856060606,0.1666666667,1.1818181818,0.5,1,-0.75
"236","FoWo16_SB11",236,9,2,2003,1,4,2,,,,,3,3,4,4,3,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,5,4,4,5,5,5,5,5,4,4,2,3,5,5,5,5,3,4,3,3,4,5,5,5,4,4,3,3,3,3,3,3,5,2,2,2,2,3,4,3,4,5,4,3,3,3,4,2,4,3,5,4,3,2,2,5,5,5,5,,,,,5,2,5,1,1,3,5,1,3,1,5,2,4,3,3,4,3,2,2,2,2,1,5,3,1.3333333333,1,2,2.5,3.3333333333,2.5,9.6666666667,-1.8333333333,4.4,3.4,5,5,5,4.25,5,4.625,4.5454545455,3.1818181818,4.875,3.375,4.8068181818,3.7272727273,11.5,1.3636363636,1.5,0.75,0
"237","FoWo16_SB12",237,9,1,2004,3,4,2,,,,,3,2,2,3,2,5,4,3,4,4,5,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,5,4,4,3,4,5,5,5,5,4,4,4,5,4,4,5,4,4,3,4,4,4,4,5,3,3,3,2,3,2,3,4,4,4,5,2,3,2,3,5,5,5,4,4,4,5,,3,2,5,5,3,,,,,5,2,4,3,3,4,3,2,3,1,4,4,3,3,1,1,3,2,2,4,3,2,4,3.5,2.3333333333,2,2.75,3.5,2,2,5.1666666667,3,4,2.4,4.25,5,4.5,4,4.375,4.5,4.1818181818,2.8181818182,4.625,4,4.3939393939,3.7727272727,2.1666666667,1.3636363636,0.625,0.5,-0.75
"238","FoWo16_SB13",238,9,1,2004,3,2,2,,,,,2,1,3,4,5,3,3,4,3,3,2,3,2,3,5,3,2,4,5,4,4,5,5,3,4,2,3,3,4,5,3,4,5,5,3,4,2,4,5,3,5,3,4,3,3,4,2,5,2,4,4,5,4,3,5,2,2,5,4,3,1,5,2,3,4,1,4,3,1,4,3,2,4,5,1,1,3,3,2,2,4,3,5,5,3,1,3,,,,,3,2,4,1,1,2,3,5,3,2,2,3,5,4,2,1,5,3,4,2,1,3,3,2.5,2.6666666667,1.5,3.25,3.5,3.3333333333,1.5,2.8333333333,3.6666666667,3.2,3,2.5,3.5,4.5,3.5,3.5,3.5,3.5454545455,3.3636363636,3.75,3.5,3.5984848485,3.4545454545,-0.8333333333,0.1818181818,0.25,1,-1
"239","FoWo16_SB14",239,9,2,2004,3,4,3,,,,,4,2,4,5,3,4,4,5,1,4,5,3,5,4,5,4,5,5,5,4,4,4,4,3,4,5,1,5,5,2,5,4,5,4,5,5,4,5,5,3,4,5,3,3,4,5,3,3,5,5,4,4,5,4,5,5,5,5,5,5,5,3,1,3,4,3,5,5,5,4,5,4,5,4,5,5,5,2,2,2,4,2,3,1,5,5,5,,,,,5,4,5,4,5,5,5,5,5,1,4,4,5,5,5,4,5,3,3,5,5,5,4.75,5,4.6666666667,2.5,4.25,5,4,5,4.8333333333,-0.5,3.6,3.6,4.25,4.75,4.25,4,4.25,4.375,4.4545454545,3.7272727273,4.125,4.25,4.2765151515,4.1174242424,5.3333333333,0.7272727273,-0.125,0.25,-0.5
"240","FoWo16_SB15",240,9,1,2004,,,,,,,,2,3,2,3,2,2,2,1,2,1,4,4,3,4,4,4,5,4,2,2,2,2,3,4,2,3,1,2,3,2,3,4,3,4,3,4,4,5,3,3,3,4,3,2,3,4,3,4,5,1,3,4,3,2,2,2,2,1,3,2,3,2,2,4,2,2,2,1,1,3,3,3,2,3,3,2,3,4,2,1,1,2,1,5,3,1,3,,,,,3,2,2,2,1,1,2,1,2,3,1,2,3,2,2,1,3,2,2,3,4,2,2,1.5,1.3333333333,2.5,2,3,2,3,-0.8333333333,-1,1.6,2.4,3.75,4.25,2,3,2.875,3.625,2.4545454545,2.9090909091,3.125,2.875,2.8181818182,3.1363636364,0.1666666667,-0.4545454545,0.25,-1,-0.5
"241","FoWo16_SB16",241,9,1,2004,3,2,2,,,,,2,2,3,4,3,3,4,4,4,3,4,4,5,4,4,4,5,5,4,4,4,4,4,5,3,5,5,4,4,3,3,4,4,2,4,4,4,3,2,4,3,5,4,4,3,5,4,4,3,4,3,4,3,4,3,2,4,5,5,3,5,2,2,3,2,2,4,3,2,4,3,2,2,3,3,2,4,2,3,4,3,4,3,5,5,4,4,,,,,4,5,5,2,3,3,4,4,4,5,4,3,4,3,2,3,5,4,5,4,3,4,4.25,3.5,4,3.5,3.5,4.5,4,2.5,1,2.5,3.6,2.8,4.25,4.5,4,4.25,4.125,4.375,3.6363636364,2.7272727273,3.75,3.5,3.8371212121,3.5340909091,-1.5,0.9090909091,0.25,-0.25,-0.25
"242","FoWo16_SB17",242,9,2,2005,,2,3,,,,,2,1,4,3,1,4,5,3,5,4,5,5,5,5,4,4,5,4,5,5,5,5,4,4,4,4,5,5,5,5,4,5,5,5,5,5,4,4,3,5,5,5,5,5,4,4,4,4,4,5,5,5,5,4,3,3,4,5,5,4,4,3,3,3,3,3,5,4,4,5,4,2,3,4,5,5,4,5,4,2,4,3,2,1,5,5,5,,,,,5,5,5,1,4,5,4,5,4,1,5,4,4,5,2,4,4,3,3,3,3,2,4.75,4.5,4.6666666667,1,3.5,3.5,3.6666666667,2.5,7.3333333333,1.8333333333,4.2,2.2,5,4.25,5,4,5,4.125,4.8181818182,3.5454545455,4.875,3.875,4.8977272727,3.8484848485,5.5,1.2727272727,1,1,0.75
"243","FoWo16_SB18",243,9,2,2004,1,2,1,,,,,2,1,4,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,2,3,4,5,3,2,5,5,5,2,3,4,3,5,2,4,3,4,5,5,3,4,3,3,4,3,4,1,3,5,3,2,2,3,2,3,3,2,2,2,3,3,1,2,3,5,5,1,1,2,3,4,3,3,3,4,5,5,,,,,4,5,5,1,5,3,3,1,3,3,2,3,4,5,1,5,,5,2,3,1,5,3.5,3,3.6666666667,2,4.5,1.5,3.6666666667,1,2.3333333333,4.8333333333,5,2.2,5,5,5,5,5,5,3.2727272727,2.7272727273,3.625,3.75,3.9659090909,3.8257575758,-2.5,0.5454545455,-0.125,0,0
"244","FoWo16_SB19",244,9,2,2004,,,,,,,,2,1,3,2,1,4,5,5,5,4,4,5,5,5,4,3,5,5,5,5,4,3,3,5,2,4,5,5,5,2,2,5,5,4,3,3,5,5,1,3,5,4,5,4,4,3,2,2,5,4,4,4,5,1,4,2,3,4,1,4,4,3,4,4,3,4,3,3,4,5,2,4,1,3,2,4,3,2,4,3,4,1,1,3,5,4,5,,,,,4,2,3,2,1,1,4,1,4,2,4,3,2,3,1,2,1,4,1,3,5,3,3.75,2.5,1.3333333333,2,3.25,2,1.6666666667,3,4.6666666667,0.8333333333,4.6,1.8,4.75,4.25,4.25,3.5,4.5,3.875,4.0909090909,2.8181818182,4.375,2.875,4.321969697,3.1893939394,3.8333333333,1.2727272727,1.5,0.75,0.5
"245","FoWo16_SB20",245,9,2,2004,,3,3,,,,,3,4,2,4,3,4,5,4,5,3,5,4,5,5,5,5,5,5,4,5,5,5,4,4,3,4,5,4,4,4,4,5,5,5,4,4,5,4,4,4,5,5,4,4,5,4,3,4,5,4,4,4,4,4,5,4,4,3,5,4,4,4,3,4,4,5,4,4,4,5,4,4,4,4,4,5,3,4,4,3,5,4,3,1,4,3,5,,,,,4,3,4,2,3,3,3,2,3,2,4,4,4,4,2,4,3,3,3,4,5,3,3.75,3,2.6666666667,2,3.5,3.5,3.6666666667,3.5,3.8333333333,-0.1666666667,4.2,3.2,4.75,5,4.75,3.75,4.75,4.375,4.3636363636,3.8181818182,4.375,4.125,4.4962121212,4.1060606061,4,0.5454545455,0.25,1,-0.25
"246","FoWo16_SB21",246,9,2,2004,,,,,,,,3,4,4,4,2,4,4,,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,2,3,4,5,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,2,3,4,3,4,3,3,4,4,4,3,3,4,,3,4,3,3,2,4,5,2,3,2,4,2,4,3,3,3,3,4,4,,,,,4,3,4,2,2,,3,1,,2,3,4,4,4,2,3,3,4,3,3,2,4,3.5,0,2,2,4,3,3.3333333333,2,1,3.6666666667,3.2,3.4,3.5,4,4,3.25,3.75,3.625,3.6363636364,3.3636363636,4,3.375,3.7954545455,3.4545454545,-2.6666666667,0.2727272727,0.625,0.75,-0.5
"247","FoWo16_SB22",247,9,2,2004,3,2,3,,,,,2,3,1,2,1,3,3,2,1,2,4,5,5,5,5,5,5,5,5,5,4,5,4,3,3,4,4,4,5,2,3,3,,4,2,2,,4,3,4,5,5,4,4,3,3,3,4,5,4,4,4,5,3,3,2,4,4,5,3,3,1,1,2,2,3,4,3,4,5,3,2,2,2,3,4,5,4,2,3,4,3,1,3,5,4,4,,,,,4,3,4,2,1,2,4,3,4,2,2,2,2,2,1,1,3,1,3,3,3,2,3.5,3,2.3333333333,2,1.75,3,2,2,3.6666666667,0.5,2.2,1.8,4.75,5,4.75,3.5,4.75,4.25,3.3636363636,2.2727272727,4.375,3.25,4.1628787879,3.2575757576,3.1666666667,1.0909090909,1.125,1.25,-0.25
"248","FoWo16_SB23",248,9,1,2003,,,,,,,,3,3,2,4,1,4,2,3,3,2,3,4,5,3,3,3,5,4,2,1,3,3,2,3,3,3,1,1,3,1,2,2,3,2,2,4,4,3,2,3,3,3,1,3,3,4,3,3,4,2,2,2,4,2,2,3,2,3,4,3,1,3,3,3,3,3,3,2,2,3,3,2,2,3,3,1,4,1,1,1,1,1,1,4,3,5,4,,,,,3,2,3,3,2,1,2,1,2,5,3,2,3,2,2,1,3,1,1,3,4,1,2.75,1.5,1.6666666667,4,1.5,3,1.6666666667,3,-2.6666666667,-1.6666666667,2.8,2.6,3.75,3.75,2.25,2.75,3,3.25,2.3636363636,2.1818181818,2.5,3,2.6212121212,2.8106060606,-1,0.1818181818,-0.5,-0.5,0
"249","FoWo16_SB24",249,9,1,2004,,,,,,,,3,2,3,2,2,5,4,4,4,3,5,5,5,5,5,5,5,5,,,4,4,4,4,3,3,4,3,3,4,4,4,3,4,3,4,5,3,3,4,5,5,3,3,3,4,3,3,4,4,5,4,3,4,3,4,3,3,4,3,4,3,3,4,3,4,4,3,4,4,2,3,3,2,4,5,4,4,3,4,5,4,2,2,4,4,5,,,,,4,1,3,1,1,2,3,1,3,1,3,3,2,2,1,1,2,3,1,3,1,3,3.25,2.5,1,1,2.75,2.5,1.3333333333,1,6,4.6666666667,4,2.4,5,5,2,3.5,3.5,4.25,3.5454545455,3.1818181818,4.125,3.375,3.7234848485,3.6022727273,1.3333333333,0.3636363636,0.75,-1.5,0
"250","FoWo16_SB25",250,9,1,2004,2,,2,,,,,3,2,3,2,2,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,2,3,5,4,5,4,3,4,5,4,4,4,5,3,3,3,5,5,5,4,3,4,3,4,3,4,4,4,3,4,3,3,4,5,5,4,3,3,3,3,3,4,4,4,4,5,2,3,3,2,5,2,3,2,2,4,4,3,1,3,4,2,3,,,,,5,1,5,1,1,3,4,1,5,1,3,4,2,3,1,2,3,2,1,3,2,2,4.25,4,1,1,2.75,3,1.6666666667,1.5,9.5,3.8333333333,4.4,2.4,4.75,5,5,3.25,4.875,4.125,4.3636363636,3,4.25,3.375,4.4962121212,3.5,5.6666666667,1.3636363636,0.875,1.75,-0.25
"251","FoWo16_SB26",251,9,2,2004,3,2,1,,,,,5,1,2,3,1,5,3,3,4,3,5,5,5,5,5,4,5,4,5,5,4,5,3,3,3,3,5,4,4,1,2,3,4,4,4,4,2,2,1,3,5,5,5,4,3,3,4,3,4,4,4,4,3,2,3,3,4,3,4,3,4,2,2,3,2,2,4,4,3,4,2,2,1,2,2,5,1,3,3,5,3,5,1,1,5,5,2,,,,,4,2,3,3,2,3,2,1,3,2,1,3,2,2,4,2,4,1,1,2,5,2,2.5,3,1.6666666667,2.5,2,3,1.6666666667,4.5,1.3333333333,-3.6666666667,3.6,2.4,5,4.5,4.75,3,4.875,3.75,4,1.7272727273,4.375,3,4.4166666667,2.8257575758,5,2.2727272727,1.375,1.75,0.5
